report_date,asset,label,symbol,amount_krw,buy_date,buy_price_krw,units,final_price_krw,final_value_krw,profit_krw,return
2025-07-06,silver,KODEX 은선물(H),144600.KS,150000,2025-07-04,6434.8281,23.310645923429384,12595.0,293598,143598,0.9573172360372872
2025-07-06,equity,TIGER 미국S&P500,360750.KS,500000,2025-07-04,20978.0332,23.834455554466246,27985.0,667007,167007,0.33401447738347567
2025-08-06,cash,KODEX 단기채권,153130.KS,500000,2025-08-06,111434.1484,4.486954914726473,113255.0,508170,8170,0.016340157734693328
2025-08-06,gold,ACE KRX금현물,411060.KS,350000,2025-08-06,21204.2949,16.506089982691634,29715.0,490478,140478,0.4013670395305198
2025-08-06,silver,KODEX 은선물(H),144600.KS,150000,2025-08-06,6569.4062,22.83311372317704,12595.0,287583,137583,0.9172204489560989
2025-08-06,equity,TIGER 미국S&P500,360750.KS,500000,2025-08-06,21643.5801,23.1015385714929,27985.0,646497,146497,0.29299311384645765
2025-09-06,cash,KODEX 단기채권,153130.KS,550000,2025-09-05,111653.875,4.925937411487062,113255.0,557887,7887,0.014340075523576967
2025-09-06,gold,ACE KRX금현물,411060.KS,350000,2025-09-05,22459.2539,15.583776801356763,29715.0,463072,113072,0.3230626504351892
2025-09-06,silver,KODEX 은선물(H),144600.KS,150000,2025-09-05,7112.7031,21.08902865252091,12595.0,265616,115616,0.7707754391900059
2025-09-06,equity,TIGER 미국S&P500,360750.KS,450000,2025-09-05,22358.25,20.12679883264567,27985.0,563248,113248,0.2516632562924199
2025-10-06,cash,KODEX 단기채권,153130.KS,500000,2025-10-02,111840.6875,4.470644907292796,113255.0,506323,6323,0.01264577795089128
2025-10-06,gold,ACE KRX금현물,411060.KS,350000,2025-10-02,26359.123,13.278135216319125,29715.0,394560,44560,0.1273136798654937
2025-10-06,silver,KODEX 은선물(H),144600.KS,200000,2025-10-02,8149.4531,24.541524066990693,12595.0,309100,109100,0.5455024781187388
